ItemID,category_id,name,description,price,brand,image,AllImagesURLs,ItemSpecifications
B0CM295S3K,4264019031,r 40 homeopathic medicine pack of 2(22mlx2),"['Pack of 2', 'Total 44 ml', '22 ml per bottle']",490,,https://m.media-amazon.com/images/I/61linOFoRwL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/61linOFoRwL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/51chIqACjvL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/4184OJ+lJtL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/51lXoQ+1vNL._SL1500_.jpg""]","{""Manufacturer"": ""Dr reckeweg and co, D64625, Bensheim-Germany, www.reckeweg.de"", ""Country of Origin"": ""Germany"", ""Item part number"": ""R40 2"", ""ASIN"": ""B0CM295S3K"", ""Net Quantity"": ""2.00 count"", ""Best Sellers Rank"": ""#12,948 in Health & Personal Care (See Top 100 in Health & Personal Care)   #42 in Single Homeopathic Remedies""}"
B0792TG5R5,27060736031,"Himalaya Arjuna - 60 Tablets, White","['Manufactured by : The Himalaya Drug Company', 'Indications : Heart Diseases - Arrhythmia, hypertension', 'Recommended Dosage : 1 tablet twice daily or as directed by your physician', 'Country of Origin: India']",200,,https://m.media-amazon.com/images/I/71bQjjcRd6L._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/71bQjjcRd6L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61VzPwc3PfL._SL1024_.jpg"", ""https://m.media-amazon.com/images/I/51N9XOybxXL._SL1024_.jpg"", ""https://m.media-amazon.com/images/I/61DZvRNVQfL._SL1024_.jpg"", ""https://m.media-amazon.com/images/I/41uBaytUAJL._SL1024_.jpg""]","{""Manufacturer"": ""Himalaya, Himalaya, The Himalaya Drug Company, Makali, Bengalure, 562162; 1-800-208-1930"", ""Country of Origin"": ""India"", ""Item model number"": ""7002259"", ""Product Dimensions"": ""6.1 x 4.8 x 9.2 cm; 140 g"", ""ASIN"": ""B0792TG5R5"", ""Packer"": ""The Himalaya Drug Company, Makali, Bengalure, 562162; 1-800-208-1930"", ""Item Weight"": ""140 g"", ""Item Dimensions LxWxH"": ""6.1 x 4.8 x 9.2 Centimeters"", ""Net Quantity"": ""60 count"", ""Included Components"": ""60 tablets"", ""Generic Name"": ""Arrhythmia, hypertension Hepatitis-B"", ""Best Sellers Rank"": ""#1,503 in Health & Personal Care (See Top 100 in Health & Personal Care)   #1 in Arjuna""}"
B07PBJNS5X,11364765031,"Kerala Ayurveda Triphala Tablet | Helps with Gut Health, Constipation | 100% Ayurvedic Medicine for Constipation | Regulates Bowel movement | Wild Amla, Haritaki, Vibhitaki| 100 Tablets","['Quantity: 100 nos; Item Form: Tablet;', 'Relieves constipation and maintains regularity- Kerala Ayurveda Triphala Tablet - an all-natural Ayurvedic remedy that promotes regularity and helps maintain a healthy gut.', 'Boosts metabolism and digestion - Enjoy the benefits of good digestion and a healthier gut with the Kerala Ayurveda Triphala Tablet. This ayurvedic remedy boosts metabolism and promotes colon health and bowel wellness.', 'Cleanses the body- Discover the cleansing benefits of the Kerala Ayurveda Triphala Tablet. This potent formula gently cleanses your colon and eliminates toxins by promoting comfortable and easy bowel movements.', ""Promotes gut health- Nurture your gut health with Kerala Ayurveda Triphala Tablet. This powerful ayurvedic remedy supports regular bowel movements, boosts digestion, and even helps heal the gut's endothelium faster and more efficiently."", 'Easy to carry- Experience the convenience of Kerala Ayurveda Triphala Tablet - a modified dosage form that contains all the goodness of Triphala in an easy-to-consume and carry form.', ""Usage: 1 to 2 tablets twice daily after food or as directed by the physician. If you're experiencing temporary constipation, try taking Kerala Ayurveda Triphala Tablets at night and enjoy a smooth morning."", ""Target Audience: All Adults. Note: If you're pregnant, nursing, taking blood thinners, or have liver disease, it's important to consult with your Ayurvedic doctor before consuming Kerala Ayurveda Triphala Tablets"", 'Original Ayurveda | 100% Herbal and Natural | No added Fragrance or Colour | Paraben Free | No Mineral Oil or Petroleum by-products used']",237,,https://m.media-amazon.com/images/I/619kUFbeMsL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/619kUFbeMsL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/51ht9J-MUsL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61pvfBTRldL._SL1080_.jpg"", ""https://m.media-amazon.com/images/I/71VjBG03FnL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61fm3fr+HmL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61NFE5Y20TL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/51TEywSd0DL._SL1080_.jpg""]","{""Manufacturer"": ""Kerala Ayurveda, Kerala Ayurveda Limited - Athani Post, Aluva, Ernakulam District, Kerala \u2013 683585. Contact No : +91-484-2476301"", ""Country of Origin"": ""India"", ""Item model number"": ""46/25D/94"", ""Product Dimensions"": ""10 x 6 x 11 cm; 100 g"", ""ASIN"": ""B07PBJNS5X"", ""Packer"": ""Kerala Ayurveda Limited - Athani Post, Aluva, Ernakulam District, Kerala \u2013 683585. Contact No : +91-484-2476301"", ""Item Weight"": ""100 g"", ""Item Dimensions LxWxH"": ""10 x 6 x 11 Centimeters"", ""Net Quantity"": ""100 count"", ""Included Components"": ""Kerala Ayurveda Triphala Tablet 100 Tab"", ""Generic Name"": ""Tablet"", ""Best Sellers Rank"": ""#4,698 in Health & Personal Care (See Top 100 in Health & Personal Care)   #19 in Triphala""}"
B084J19ZQ6,18049712031,Avil 25 - Strip of 15 Tablets,"['Composition: Pheniramine Maleate IP 25 Milligram, Excipients QS', 'This product will have minimum 6 months’ expiry at the time of order dispatch.', 'Storage: Store below 30⁰C, protected from light & moisture. Keep out of reach of children.', 'Marketed By: Sanofi India Ltd', 'Dosage: 1 tablet 2 - 3 times daily or As directed by the physician', 'Schedule G prescription Drug, Warning: It is dangerous to take this preparation except under medical supervision']",10.20,,https://m.media-amazon.com/images/I/81XZuD9YdhL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/81XZuD9YdhL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/8177sVynwFL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/51vCMlFJcJL._SL1000_.jpg""]","{""Manufacturer"": ""Sanofi India Ltd"", ""Country of Origin"": ""India"", ""Item model number"": ""369898"", ""Product Dimensions"": ""10 x 7 x 2 cm; 15 g"", ""ASIN"": ""B084J19ZQ6"", ""Item Weight"": ""15 g"", ""Item Dimensions LxWxH"": ""10 x 7 x 2 Centimeters"", ""Net Quantity"": ""15.00 Count""}"
9383124512,4149549031,Bedside Respiratory Medicine,[],1475,,https://m.media-amazon.com/images/I/511HB8DzBaL.jpg,"[""https://m.media-amazon.com/images/I/511HB8DzBaL.jpg""]","{""Publisher"": ""Paras medical (10 November 2017)"", ""Language"": ""English"", ""Paperback"": ""780 pages"", ""ISBN-10"": ""9383124512"", ""ISBN-13"": ""978-9383124510"", ""Item Weight"": ""1 kg 360 g"", ""Dimensions"": ""20 x 14 x 4 cm"", ""Best Sellers Rank"": ""#46,308 in Books (See Top 100 in Books)    #96 in General Medicine"", ""Customer Reviews"": ""4.4    4.4 out of 5 stars     \n\n                       115 ratings""}"
B087X9XS1K,4264025031,Dabur Ashwagandha Capsules Immunity Booster - 20 Capsules | 100% Ayurvedic | Relieves Stress & Increases Stamina | Immunity Booster,"['Brand name: dabur', 'Dabur ashwagandha capsules have excellent immune-boosting effects on the immune system', 'In scientific studies, dabur ashwagandha capsules have shown to support the adrenals via reducing cortisol levels that helps counter the negative effects of this hormone', 'Dabur ashwagandha capsules supplementation has shown to improve strength and stamina by improving heart and lung capacity while increasing energy levels', 'Package Content: 1 Ashwagandha Capsules; Quantity: 20 Capsules']",65,,https://m.media-amazon.com/images/I/71-zTf6EtML._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/71-zTf6EtML._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71pr-rap-aL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61pXVvLvL7L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71ssdrxAykL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71K74lN6lBL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71EsyofBCtL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71jh3MhrWKL._SL1500_.jpg""]","{""Manufacturer"": ""Dabur India Ltd, shahyash729amazon@gmail.com"", ""Country of Origin"": ""India"", ""Item model number"": ""FA135010"", ""Product Dimensions"": ""1.3 x 1.7 x 9.6 cm; 300 g"", ""ASIN"": ""B087X9XS1K"", ""Packer"": ""JAYANTILAL AND BROTHERS,GALA NO 6-7,NADIYADWALA COMPOUND,HAJI BAPU ROAD,MALAD EAST,MUMBAI 400097"", ""Importer"": ""JAYANTILAL AND BROTHERS,GALA NO 6-7,NADIYADWALA COMPOUND,HAJI BAPU ROAD,MALAD EAST,MUMBAI 400097"", ""Item Weight"": ""300 g"", ""Item Dimensions LxWxH"": ""13 x 17 x 96 Millimeters"", ""Net Quantity"": ""20 count"", ""Included Components"": ""DABUR Ashwagandha Capsules : Immunity Booster - 20 Capsules"", ""Generic Name"": ""DABUR Ashwagandha Capsules: Immunity Booster - 20 Capsules"", ""Best Sellers Rank"": ""#6,268 in Health & Personal Care (See Top 100 in Health & Personal Care)   #254 in Chyawanprash""}"
B08KGGGKSX,14095357031,"Sanyasi Sehat Tablet - Ayurvedic Medicine For Weight Gain, 120 Tab","['Weight and Muscle Gainer: Helps to increase Weight and Muscle with the help of natural and ayurvedic ingredients', 'Improve Digestive System: Sanyasi Sehat tablet helps in strengtheing the digestive system so that whatever we eat is completely digested and absorbed in our body.', 'Appetite Increaser: Helps to increase appetite so that our body gets the full squeeze of whatever we eat and increase the strength, energy and stamina.', 'Blood Booster: Sanyasi sehat tablet helps to increase blood, RBC and WBC in our body and give us power to fight disease.', 'Highest Quailty Guarantee source: Our premium quality ayurvedic herbs which have all the required nutrition. These high potency herbs directly impact the root cause of the problem and have no side effects.', ""NO side effects: Sanyasi sehat tablets are totally made by natural ingredients.whcih doesn't have any side effect on the body and 100% safe .""]",799,,https://m.media-amazon.com/images/I/51HghQZ4lzL._SL1080_.jpg,"[""https://m.media-amazon.com/images/I/51HghQZ4lzL._SL1080_.jpg"", ""https://m.media-amazon.com/images/I/51xrjDOY1oL.jpg"", ""https://m.media-amazon.com/images/I/51q6xs5aVRL.jpg"", ""https://m.media-amazon.com/images/I/41PCYzpPlUL.jpg"", ""https://m.media-amazon.com/images/I/71MDEl+8ZaL._SL1500_.jpg""]","{""Manufacturer"": ""J A Pharma, Phone no. 011-45454545"", ""Country of Origin"": ""India"", ""Item part number"": ""JA-177"", ""Product Dimensions"": ""14 x 4 x 10 cm; 100 g"", ""ASIN"": ""B08KGGGKSX"", ""Item Weight"": ""100 g"", ""Item Dimensions LxWxH"": ""14 x 4 x 10 Centimeters"", ""Net Quantity"": ""120.0 count"", ""Generic Name"": ""Tablet""}"
B09WJ5BLVF,11364749031,"Gynoveda Liver Detox Ayurvedic Supplement Beneficial For Fatty Liver Kutki + 12 Herbs Helps Reduce Damage Caused By Alcohol, Allopathic Medicines, Pack of 1","['✅BENEFITS: Supports healthy liver functions. Beneficial for fatty liver. Improves metabolism to help you manage weight. This Ayurvedic Liver Tonic is a powerful liver care supplement to help protect from damage caused by free radicals, excessive alcohol consumption, various allopathic medicines & drugs. Ab apne liver ko rakhe hamesha swasth aur tandurust!', '✅DOSAGE & DURATION: Consume daily 2 tablets after breakfast & 2 tablets after dinner. Consume for minimum 3 months for best results. In case of Fatty Liver, consume for minimum 6 months. SUITABLE FOR – Anyone who has any liver disorders, fatty liver, high cholesterol, chronic digestion issues & low metabolism, or consumes junk or processed food, alcohol can have this Ayurvedic Liver Detox Supplement.', '✅HOW IT WORKS: Ancient Ayurvedic scripture ‘Charak Samhita’ & 100s of clinical research papers found KUTKI to be a potent formula to support healthy liver functions & help protect it from external damage. Guggulu is beneficial for fatty liver. When combined with other herbs, Guggulu helps in improving their benefits. Triphala improves quality of bile or digestive juices that throw out waste from your body. Neem Juice ensures 100% absorption of all 13 herbs for a healthy liver.', '✅HOW IT’S MADE: Most potent variety of Kutki is handpicked from the lands of Himalaya, sundried & mixed with powders of other herbs like Guggulu, Triphala & more. This mixture is then blended with Neem Juice and cold-pressed into tablets to improve its power. This process makes the tiny tablet more effective than regular chemical-based milk thistle capsules for liver, cod liver oil capsules omega 3, fatty liver medicine, liver health supplement.', '✅ABOUT PRODUCT: Gynoveda Liver Detox is 100% Ayurvedic formula made with 13 clinically tested pure herbs. Made in GMP certified factory with FDA approval. Zero Side-effects. Better than other liver detox products like milk thistle tablets, fatty liver ayurvedic medicine, cod liver oil capsules for women, ordinary cod liver oil, raw kutki powder, fish liver oil, silymarin tablets.']",770,,https://m.media-amazon.com/images/I/71VwhtBADQL._SL1500_.jpg,"[""https://m.media-amazon.com/images/I/71VwhtBADQL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61v8Pgz6YTL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61hQWbhTa0L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81TMc7jp1OL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/81D9a0fz77L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/71W0ePUrpQL._SL1500_.jpg""]","{""Manufacturer"": ""Gynoveda Femtech Private Ltd."", ""Country of Origin"": ""India"", ""Item part number"": ""GYN-LIVERDETOX"", ""Package Dimensions"": ""5.1 x 5.1 x 1 cm; 100 g"", ""ASIN"": ""B09WJ5BLVF"", ""Item Weight"": ""100 g"", ""Net Quantity"": ""120.00 count"", ""Generic Name"": ""OTHER NUTRITIONAL SUPPLEMENTS"", ""Best Sellers Rank"": ""#5,315 in Health & Personal Care (See Top 100 in Health & Personal Care)   #18 in Milk Thistle""}"
8131266281,4149549031,"Medicine: Prep Manual for Undergraduates, 7e",[],999,,https://m.media-amazon.com/images/I/51Gf65ztyzL.jpg,"[""https://m.media-amazon.com/images/I/51Gf65ztyzL.jpg""]","{""Publisher"": ""Elsevier; Standard Edition (2 February 2023); ELSEVIER, www.elsevier.com, 14th Floor, Building No 10 B, DLF Cyber City, Phase \u2013 II, Gurgaon, Haryana (India) 122002"", ""Language"": ""English"", ""Paperback"": ""1104 pages"", ""ISBN-10"": ""8131266281"", ""ISBN-13"": ""978-8131266281"", ""Item Weight"": ""1 kg 980 g"", ""Dimensions"": ""27.9 x 21.6 x 4.3 cm"", ""Country of Origin"": ""India"", ""Net Quantity"": ""1.98 Kilograms"", ""Importer"": ""ELSEVIER www.elsevier.com 14th Floor, Building No 10 B, DLF Cyber City, Phase \u2013 II, Gurgaon Haryana (India) 122002"", ""Packer"": ""ELSEVIER www.elsevier.com 14th Floor, Building No 10 B, DLF Cyber City, Phase \u2013 II, Gurgaon Haryana (India) 122002"", ""Generic Name"": ""Book"", ""Best Sellers Rank"": ""#6,721 in Books (See Top 100 in Books)    #9 in Internal Medicine"", ""Customer Reviews"": ""4.4    4.4 out of 5 stars     \n\n                       57 ratings""}"
B07YDQVZRM,4264026031,Mee Mee Accurate Medicine Dropper & Dispenser (Orange),"['Conforms to international safety standards for hygienic reasons', 'All parts of the medicine dispenser are BPA free and for complete safety', 'Easy-to-read scale (upto 3ml) for convenient usage']",199,,https://m.media-amazon.com/images/I/414DP8AmQ9L._SL1024_.jpg,"[""https://m.media-amazon.com/images/I/414DP8AmQ9L._SL1024_.jpg"", ""https://m.media-amazon.com/images/I/61ukb8Yp6kL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61RYMDqInaL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61OEDltC37L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/61Rs2SyPy3L._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/51nRO1r0ShL._SL1500_.jpg"", ""https://m.media-amazon.com/images/I/612SblE4heL._SL1500_.jpg""]","{""Model Number"": ""MM-33020B"", ""Minimum Weight Recommendation"": ""16 Kilograms"", ""Material"": ""Plastic"", ""Material free"": ""BPA Free"", ""Additional product features"": ""BPA free and Non toxic"", ""Number of items"": ""1"", ""Batteries required"": ""No"", ""Dishwasher safe"": ""Yes"", ""Bottle nipple type"": ""All"", ""Bottle type"": ""Standard Bottle"", ""Product Dimensions"": ""10.2 x 1 x 22.4 cm; 30 g"", ""Item model number"": ""MM-33020B"", ""Manufacturer recommended age"": ""12 months - 2 years"", ""Manufacturer"": ""Me N Moms, Me N Moms Pvt. Ltd. , 2, Amar CHS, 8th Road, TPS - III , Behind Telephone Exchange , Khar (W), Mumbai-400052."", ""Country of Origin"": ""India"", ""Item Weight"": ""30 g"", ""ASIN"": ""B07YDQVZRM"", ""Best Sellers Rank"": ""#2,473 in Health & Personal Care (See Top 100 in Health & Personal Care)   #49 in Baby & Child Care"", ""Date First Available"": ""25 September 2019"", ""Packer"": ""Me N Moms Pvt Ltd"", ""Item Dimensions LxWxH"": ""10.2 x 1 x 22.4 Centimeters"", ""Net Quantity"": ""1 gram"", ""Generic Name"": ""Baby Medicine Dropper""}"
B0091J48UE,1374499031,Himalaya Septilin Tablets - 60 Tablets,"['Reduces inflammation', 'Controls allergic symptoms', 'Improves body’s immune responses', 'Prevents reinfection', 'Beneficial in respiratory tract infections']",178,,https://m.media-amazon.com/images/I/41-t9z08s1L._SL1200_.jpg,"[""https://m.media-amazon.com/images/I/41-t9z08s1L._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/61zz7EhXR6L._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/5140WWvg5TL._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/71YYNSYTcIL._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/61UDBhamoxL._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/61fPW5RWv1L._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/514v1RlOo5L._SL1200_.jpg"", ""https://m.media-amazon.com/images/I/61QZoUyHZ8L._SL1200_.jpg""]","{""Manufacturer"": ""Himalaya, The Himalaya Drug Company, Makali, Bengalure, 562162; 1-800-208-1930"", ""Country of Origin"": ""India"", ""Item model number"": ""8901138170714"", ""Product Dimensions"": ""7.6 x 4.2 x 4 cm; 70 g"", ""ASIN"": ""B0091J48UE"", ""Packer"": ""The Himalaya Drug Company, Makali, Bengalure, 562162; 1-800-208-1930"", ""Item Weight"": ""70 g"", ""Item Dimensions LxWxH"": ""7.6 x 4.2 x 4 Centimeters"", ""Net Quantity"": ""60 count"", ""Included Components"": ""60 tablets"", ""Generic Name"": ""Sinusitis, Tonsillitis, Olorrhoea"", ""Best Sellers Rank"": ""#1,917 in Health & Personal Care (See Top 100 in Health & Personal Care)   #9 in Cough & Cold""}"
